accession	species	superkingdom	phylum	class	order	family	genus	data_type
GCF_020097815.1_ASM2009781v1_genomic	Haloprofundus salinisoli		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloprofundus	supervised
GCF_000185805.1_ASM18580v1_genomic	Thermovibrio ammonificans		Aquificota	Aquificia	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	supervised
GCF_900637075.1_48128_D02_genomic	Streptococcus pseudoporcinus		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	supervised
GCF_008824185.1_ASM882418v1_genomic	Paracoccus pantotrophus		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	supervised
GCF_000227115.2_ASM22711v2_genomic	Naumovozyma dairenensis		Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	supervised
GCF_032850805.1_ASM3285080v1_genomic	Hydrogenimonas thermophila		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Hydrogenimonadaceae	Hydrogenimonas	supervised
GCF_000021325.1_ASM2132v1_genomic	Gluconacetobacter diazotrophicus		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	supervised
GCF_030687395.1_ASM3068739v1_genomic	Pseudomonas wuhanensis		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised
GCF_000017685.1_ASM1768v1_genomic	Leptospira biflexa		Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	supervised
GCF_001983935.1_ASM198393v1_genomic	Fuerstiella marisgermanici		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	supervised
GCF_003851555.1_ASM385155v1_genomic	Pseudomonas synxantha		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised
GCF_014896945.1_ASM1489694v1_genomic	Candidatus Bodocaedibacter vickermanii		Pseudomonadota	Alphaproteobacteria	Holosporales	Candidatus Paracaedibacteraceae	Candidatus Bodocaedibacter	supervised
GCF_036323395.1_ASM3632339v1_genomic	Pyrodictium abyssi		Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	supervised
GCF_041154675.1_ASM4115467v1_genomic	Sulfurisphaera javensis		Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera	supervised
GCF_024752535.1_ASM2475253v1_genomic	Streptomyces albus		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised
GCF_001999245.1_ASM199924v1_genomic	Roseibium algicola		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	supervised
GCF_016458825.1_ASM1645882v1_genomic	Miniphocaeibacter halophilus		Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Miniphocaeibacter	supervised
GCF_036251935.1_ASM3625193v1_genomic	Orbus wheelerorum		Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Orbus	supervised
GCF_900103625.1_IMG-taxon_2634166344_annotated_assembly_genomic	Corynebacterium mycetoides		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	supervised
GCF_000091545.1_ASM9154v1_genomic	Thermus thermophilus		Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	supervised
GCF_014268375.2_ASM1426837v2_genomic	Pseudomonas salmasensis		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised
GCF_000214175.1_ASM21417v1_genomic	Hoyosella subflava		Actinomycetota	Actinomycetes	Mycobacteriales	Hoyosellaceae	Hoyosella	supervised
GCF_000012865.1_ASM1286v1_genomic	Carboxydothermus hydrogenoformans		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	supervised
GCF_001702115.1_ASM170211v1_genomic	Fructilactobacillus lindneri		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	supervised
GCF_003860585.1_ASM386058v1_genomic	Kaistella carnis		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	supervised
GCF_949794035.1_EBP3064_genome_genomic	Serratia proteamaculans		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	supervised
GCF_000190735.1_ASM19073v2_genomic	Pseudopedobacter saltans		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	supervised
GCF_000022265.1_ASM2226v1_genomic	Geotalea daltonii		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	supervised
GCF_031326225.1_ASM3132622v1_genomic	Undibacterium cyanobacteriorum		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	supervised
GCF_009193295.2_ASM919329v2_genomic	Bacteroides luhongzhouii		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	supervised
GCF_900186965.1_50592_C01_genomic	Legionella spiritensis		Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	supervised
GCF_042140045.1_ASM4214004v1_genomic	Streptococcus nidrosiense		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	supervised
GCF_024362485.1_ASM2436248v1_genomic	Natronobeatus ordinarius		Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronobeatus	supervised
GCF_000017805.1_ASM1780v1_genomic	Roseiflexus castenholzii		Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	supervised
GCF_003966655.1_ASM396665v1_genomic	Acidithiobacillus ferridurans		Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	supervised
GCF_015277775.1_ASM1527777v1_genomic	Paludibaculum fermentans		Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Paludibaculum	supervised
GCF_000092305.1_ASM9230v1_genomic	Methanocaldococcus infernus		Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	supervised
GCF_001641005.1_ASM164100v1_genomic	Rathayibacter tritici		Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter	supervised
GCF_000014265.1_ASM1426v1_genomic	Trichodesmium erythraeum		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Trichodesmium	supervised
GCF_000760075.1_ASM76007v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_031583475.1_ASM3158347v1_genomic	Thermosynechococcus sp. JY1331		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_034531015.2_ASM3453101v2_genomic	Nostoc sp. DedQUE03		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_028330905.1_ASM2833090v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_014304795.1_ASM1430479v1_genomic	Synechococcus sp. WH 8101		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_019104765.1_ASM1910476v1_genomic	Synechococcus sp. HK05		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_963920855.1_CCY0012_genomic	Nostoc sp. CCY0012		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_014904695.1_ASM1490469v1_genomic	Nostoc sp. MG11		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_014279615.1_ASM1427961v1_genomic	Synechococcus sp. RS9907		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_031583395.1_ASM3158339v1_genomic	Thermosynechococcus sp. GLH187		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_020089045.1_ASM2008904v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_900474085.1_UW86_genomic	Synechococcus sp. UW86		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_019927185.1_ASM1992718v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047304515.1_ASM4730451v1_genomic	Prochlorococcus sp. MIT 1306		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_028618985.1_ASM2861898v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020244705.1_ASM2024470v1_genomic	Microcystis sp. M55BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_014698895.1_ASM1469889v1_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_008689715.1_ASM868971v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000756355.1_ASM75635v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_030161455.1_ASM3016145v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_014280095.1_ASM1428009v1_genomic	Synechococcus sp. A15-60		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000014585.1_ASM1458v1_genomic	Synechococcus sp. CC9311		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020245415.1_ASM2024541v1_genomic	Microcystis sp. M18BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_036919855.1_ASM3691985v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_034530775.1_ASM3453077v1_genomic	Nostoc sp. DedSLP04		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_002095565.1_ASM209556v1_genomic	Leuconostoc sp. BM2		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002018015.1_ASM201801v1_genomic	Candidatus Synechococcus spongiarum		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_019655935.1_ASM1965593v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036918245.1_ASM3691824v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_030017195.1_ASM3001719v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002813575.1_ASM281357v1_genomic	Nostoc flagelliforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_007954625.1_ASM795462v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_900474295.1_UW140_genomic	Synechococcus sp. UW140		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_017355725.1_ASM1735572v1_genomic	Anabaena sp. 54		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised
GCF_047302975.1_ASM4730297v1_genomic	Prochlorococcus sp. SS52		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_047304175.1_ASM4730417v1_genomic	Synechococcus sp. MIT S9503		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000219785.1_ASM21978v1_genomic	Leuconostoc sp. C2		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic	Synechococcus sp. 7002		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020089225.1_ASM2008922v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_025128255.1_ASM2512825v1_genomic	Synechococcus sp. CS-205		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_034093315.1_ASM3409331v1_genomic	Prochlorococcus sp. MIT 1314		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_019038535.1_ASM1903853v1_genomic	Synechococcus sp. CCAP 1479/9		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020246725.1_ASM2024672v1_genomic	Microcystis sp. M038S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_047461595.1_ASM4746159v1_genomic	Synechococcus sp. W60.2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_023744295.1_ASM2374429v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_003208065.1_ASM320806v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_963920475.1_KAC_105_genomic	Synechococcus sp. CBW1107		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_023205265.1_ASM2320526v1_genomic	Leuconostoc sp. MTCC 10508		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000153825.1_ASM15382v1_genomic	Synechococcus sp. RS9916		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_048657145.1_ASM4865714v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047461615.1_ASM4746161v1_genomic	Synechococcus sp. W65.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_963899605.1_ena-yuan-GCF_022984075.1_genomic	Synechococcus sp. C9		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_036918035.1_ASM3691803v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_002386555.1_ASM238655v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020246735.1_ASM2024673v1_genomic	Microcystis sp. M039S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_020088825.1_ASM2008882v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_014698795.1_ASM1469879v1_genomic	Nostoc sp. FACHB-892		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_028620105.1_ASM2862010v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_045527805.1_ASM4552780v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_034530995.1_ASM3453099v1_genomic	Nostoc sp. DedQUE04		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_024345795.1_ASM2434579v1_genomic	Synechococcus sp. J7-Johnson		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_964237385.1_private_X5_metawrap_bin.1_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_028620295.1_ASM2862029v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_023921265.1_ASM2392126v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_030017215.1_ASM3001721v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_017114995.1_ASM1711499v1_genomic	Nostoc sp. NMS9		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_002760395.1_ASM276039v1_genomic	Synechococcus sp. 63AY4M1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000020025.1_ASM2002v1_genomic	Nostoc punctiforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_002608135.1_ASM260813v1_genomic	Nostoc linckia		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_002092335.1_ASM209233v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_027359355.1_ASM2735935v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_036919535.1_ASM3691953v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_025122315.1_ASM2512231v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020246125.1_ASM2024612v1_genomic	Microcystis sp. M136S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_019656095.1_ASM1965609v1_genomic	Leuconostoc rapi		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047303495.1_ASM4730349v1_genomic	Prochlorococcus sp. MIT 0701		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_002092775.1_ASM209277v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047302785.1_ASM4730278v1_genomic	Synechococcus sp. WH 8017		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_008690985.1_ASM869098v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020245885.1_ASM2024588v1_genomic	Microcystis sp. M165S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_022063185.1_ASM2206318v1_genomic	Nostoc sp. UHCC 0870		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_020514355.1_ASM2051435v1_genomic	Synechococcus sp. HB1133		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_009498015.1_ASM949801v1_genomic	Anabaena sp. YBS01		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised
GCF_000760175.1_ASM76017v1_genomic	Prochlorococcus sp. MIT 0601		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_036917355.1_ASM3691735v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_045528385.1_ASM4552838v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_003555505.1_ASM355550v2_genomic	Thermosynechococcus sichuanensis		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_028619605.1_ASM2861960v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047462155.1_ASM4746215v1_genomic	Synechococcus sp. OH2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020246345.1_ASM2024634v1_genomic	Microcystis sp. M088S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_002252625.1_ASM225262v1_genomic	Synechococcus sp. 1G10		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_963530155.1_ERR9969137_bin.10_MetaWRAP_v1.3_MAG_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_024345895.1_ASM2434589v1_genomic	Synechococcus sp. Edmonson 11F2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000759865.1_ASM75986v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_036916955.1_ASM3691695v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_046292485.1_ASM4629248v1_genomic	Thermosynechococcus sp.		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_036919755.1_ASM3691975v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047304505.1_ASM4730450v1_genomic	Prochlorococcus sp. MIT 1318		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_036917775.1_ASM3691777v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_024345875.1_ASM2434587v1_genomic	Synechococcus sp. EJ6-Ellesmere		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_943372785.1_JJ-MO761-104-1-mx-bin698_genomic	Synechococcus sp. UW140		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020244585.1_ASM2024458v1_genomic	Microcystis sp. M59BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_048320265.1_ASM4832026v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_029910235.1_ASM2991023v1_genomic	Pseudanabaena galeata		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised
GCF_024345935.1_ASM2434593v1_genomic	Synechococcus sp. Cruz-9C9		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_015840915.1_ASM1584091v1_genomic	Synechococcus sp. CBW1002		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_009707485.1_ASM970748v1_genomic	Nostocoides sp. HKS02		Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Nostocoides	supervised
GCF_000018585.1_ASM1858v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_040399555.1_ASM4039955v1_genomic	Synechococcus lacustris		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_002246015.1_ASM224601v1_genomic	Nostoc sp. 'Peltigera membranacea cyanobiont' 210A		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_001184255.1_ASM118425v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_025128215.1_ASM2512821v1_genomic	Synechococcus sp. CS-197		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047462575.1_ASM4746257v1_genomic	Synechococcus sp. 'PEA 65AY6A-5F PE A'		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_036918195.1_ASM3691819v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_000010625.1_ASM1062v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_002092595.1_ASM209259v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020088985.1_ASM2008898v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_046306615.1_ASM4630661v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_036917455.1_ASM3691745v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_019927025.1_ASM1992702v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_013432155.1_ASM1343215v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_964186995.1_AMBP-0221_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020514255.1_ASM2051425v1_genomic	Synechococcus sp. MU1611		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047462295.1_ASM4746229v1_genomic	Synechococcus sp. H60.3		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047461955.1_ASM4746195v1_genomic	Synechococcus sp. R55.7		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000179875.1_ASM17987v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_964203435.1_ZE-13nov19-LR-15_genomic	Synechococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_024346095.1_ASM2434609v1_genomic	Synechococcus lacustris		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_030017315.1_ASM3001731v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036917515.1_ASM3691751v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_019927245.1_ASM1992724v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_028619435.1_ASM2861943v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
