accession	accession_full	species	superkingdom	phylum	class	order	family	genus	data_type	source
GCF_000239915.1	GCF_000239915.1_ASM23991v2_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964186925.1	GCF_964186925.1_AMBV-1431_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020244905.1	GCF_020244905.1_ASM2024490v1_genomic	Microcystis sp. M42BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_027676125.1	GCF_027676125.1_ASM2767612v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_031583295.1	GCF_031583295.1_ASM3158329v1_genomic	Thermosynechococcus sp. PKX95		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_017696055.1	GCF_017696055.1_ASM1769605v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_020246685.1	GCF_020246685.1_ASM2024668v1_genomic	Microcystis sp. M043S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047304545.1	GCF_047304545.1_ASM4730454v1_genomic	Synechococcus sp. MIT S9501		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_024345995.1	GCF_024345995.1_ASM2434599v1_genomic	Synechococcus sp. Cruz-7E5		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_005049065.1	GCF_005049065.1_ASM504906v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964187065.1	GCF_964187065.1_AMBP-0236_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_023743975.1	GCF_023743975.1_ASM2374397v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_001040845.1	GCF_001040845.1_ASM104084v1_genomic	Synechococcus sp. WH 8020		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047723095.1	GCF_047723095.1_ASM4772309v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047303465.1	GCF_047303465.1_ASM4730346v1_genomic	Prochlorococcus sp. MIT 0703		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_964187075.1	GCF_964187075.1_AMBF-0166_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_045063855.1	GCF_045063855.1_ASM4506385v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002760445.1	GCF_002760445.1_ASM276044v1_genomic	Synechococcus sp. 65AY640		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_025188725.1	GCF_025188725.1_ASM2518872v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_017114965.1	GCF_017114965.1_ASM1711496v1_genomic	Nostoc sp. JL31		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_019324835.1	GCF_019324835.1_ASM1932483v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_030518735.1	GCF_030518735.1_ASM3051873v1_genomic	Thermosynechococcus sp. JY1339		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_036916855.1	GCF_036916855.1_ASM3691685v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_039871445.1	GCF_039871445.1_ASM3987144v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_025189045.1	GCF_025189045.1_ASM2518904v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047228265.1	GCF_047228265.1_ASM4722826v1_genomic	Nostoc sp. UIC 10607		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_020829645.1	GCF_020829645.1_ASM2082964v1_genomic	Nostoc mirabile		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_024345695.1	GCF_024345695.1_ASM2434569v1_genomic	Synechococcus sp. L2F		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_031460915.1	GCF_031460915.1_ASM3146091v1_genomic	Thermosynechococcus sp. TG252		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_020089325.1	GCF_020089325.1_ASM2008932v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002897135.1	GCF_002897135.1_NcycadaeWK-1_v1_genomic	Nostoc cycadae		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_009712085.1	GCF_009712085.1_ASM971208v1_genomic	Anabaena sp. UHCC 0253		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_009372195.1	GCF_009372195.1_ASM937219v1_genomic	Nostoc sphaeroides		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_001632145.1	GCF_001632145.1_ASM163214v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_024346035.1	GCF_024346035.1_ASM2434603v1_genomic	Synechococcus sp. Cruz CV-v-12		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_034530835.1	GCF_034530835.1_ASM3453083v1_genomic	Nostoc sp. DedQUE12b		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_025188545.1	GCF_025188545.1_ASM2518854v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020246245.1	GCF_020246245.1_ASM2024624v1_genomic	Microcystis sp. M114S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_019325055.1	GCF_019325055.1_ASM1932505v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_046297055.1	GCF_046297055.1_ASM4629705v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_002252635.1	GCF_002252635.1_ASM225263v1_genomic	Synechococcus sp. MW101C3		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036917035.1	GCF_036917035.1_ASM3691703v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_017115105.1	GCF_017115105.1_ASM1711510v1_genomic	Nostoc sp. NMS2		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_003113895.1	GCF_003113895.1_ASM311389v1_genomic	Nostoc commune		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_020245685.1	GCF_020245685.1_ASM2024568v1_genomic	Microcystis sp. M043S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_028331205.1	GCF_028331205.1_ASM2833120v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_021253825.1	GCF_021253825.1_ASM2125382v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_013393925.1	GCF_013393925.1_ASM1339392v1_genomic	Nostoc sp. C057		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000775285.1	GCF_000775285.1_ASM77528v1_genomic	Neosynechococcus sphagnicola		Cyanobacteriota	Cyanophyceae	Neosynechococcales	Neosynechococcaceae	Neosynechococcus	supervised	NCBI_RefSeq
GCF_039871315.1	GCF_039871315.1_ASM3987131v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_034531035.1	GCF_034531035.1_ASM3453103v2_genomic	Nostoc sp. DedQUE02		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_007095495.1	GCF_007095495.1_ASM709549v1_genomic	Microcystis sp. M_QC_C_20170808_M9Col		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_029335995.1	GCF_029335995.1_ASM2933599v2_genomic	Thermosynechococcus sp. Uc		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_047462055.1	GCF_047462055.1_ASM4746205v1_genomic	Synechococcus sp. R5-16		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020246025.1	GCF_020246025.1_ASM2024602v1_genomic	Microcystis sp. M155S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_004194375.1	GCF_004194375.1_ASM419437v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047462235.1	GCF_047462235.1_ASM4746223v1_genomic	Synechococcus sp. H65.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_028619805.1	GCF_028619805.1_ASM2861980v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000759855.1	GCF_000759855.1_ASM75985v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_036670195.1	GCF_036670195.1_ASM3667019v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036916755.1	GCF_036916755.1_ASM3691675v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_045527905.1	GCF_045527905.1_ASM4552790v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_046308555.1	GCF_046308555.1_ASM4630855v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_007990165.1	GCF_007990165.1_ASM799016v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_001515385.1	GCF_001515385.1_ASM151538v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_031583435.1	GCF_031583435.1_ASM3158343v1_genomic	Thermosynechococcus sp. GLH87		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_036917255.1	GCF_036917255.1_ASM3691725v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_027531105.1	GCF_027531105.1_ASM2753110v1_genomic	Microcystis sp. LE18-22.4A		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_014280195.1	GCF_014280195.1_ASM1428019v1_genomic	Synechococcus sp. A15-24		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_014696715.1	GCF_014696715.1_ASM1469671v1_genomic	Pseudanabaena sp. FACHB-2040		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised	NCBI_RefSeq
GCF_963920505.1	GCF_963920505.1_KAC_106_genomic	Synechococcus sp. CBW1107		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020088925.1	GCF_020088925.1_ASM2008892v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014224335.1	GCF_014224335.1_ASM1422433v1_genomic	Synechococcus sp. BSF8S		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCA_037935595.1	GCA_037935595.1	[Candida] boidinii		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Ogataea	unsupervised	NCBI_GenBank
GCF_036417295.1	GCF_036417295.1	Cryptococcus decagattii		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	unsupervised	NCBI_RefSeq
GCA_014826065.1	GCA_014826065.1	Anthracocystis panici-leucophaei		Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis	unsupervised	NCBI_GenBank
GCF_000185945.1	GCF_000185945.1	Cryptococcus gattii		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	unsupervised	NCBI_RefSeq
GCF_002954075.1	GCF_002954075.1	Cryptococcus deuterogattii		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	unsupervised	NCBI_RefSeq
GCF_020829465.1	GCF_020829465.1_ASM2082946v1_genomic	Nostoc sphaeroides		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_019325015.1	GCF_019325015.1_ASM1932501v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_900474015.1	GCF_900474015.1_UW106_genomic	Synechococcus sp. UW106		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_017696275.1	GCF_017696275.1_ASM1769627v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_041747015.1	GCF_041747015.1_ASM4174701v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028618935.1	GCF_028618935.1_ASM2861893v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020089105.1	GCF_020089105.1_ASM2008910v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_005577135.1	GCF_005577135.1_ASM557713v1_genomic	Picosynechococcus sp. PCC 11901		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised	NCBI_RefSeq
GCF_001298445.1	GCF_001298445.1_ASM129844v1_genomic	Nostoc piscinale		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000239895.1	GCF_000239895.1_ASM23989v2_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_033142025.1	GCF_033142025.1_ASM3314202v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_003712105.1	GCF_003712105.1_ASM371210v1_genomic	Winogradskyella sp.		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	supervised	NCBI_RefSeq
GCF_000316685.1	GCF_000316685.1_ASM31668v1_genomic	Synechococcus sp. PCC 6312		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_014697625.1	GCF_014697625.1_ASM1469762v1_genomic	Anabaena azotica		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_036918175.1	GCF_036918175.1_ASM3691817v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_034530635.1	GCF_034530635.1_ASM3453063v1_genomic	Nostoc sp. EspVER01		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_001632025.1	GCF_001632025.1_ASM163202v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_000312245.1	GCF_000312245.1_ASM31224v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_009792915.1	GCF_009792915.1_ASM979291v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036916715.1	GCF_036916715.1_ASM3691671v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_030017125.1	GCF_030017125.1_ASM3001712v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_008690785.1	GCF_008690785.1_ASM869078v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002092565.1	GCF_002092565.1_ASM209256v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_925293145.1	GCF_925293145.1_IM1329_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014279855.1	GCF_014279855.1_ASM1427985v1_genomic	Synechococcus sp. Minos11		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047302735.1	GCF_047302735.1_ASM4730273v1_genomic	Synechococcus sp. Cu2B8-bc1011		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036919615.1	GCF_036919615.1_ASM3691961v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000179235.2	GCF_000179235.2_ASM17923v2_genomic	Synechococcus sp. CB0101		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_937871055.1	GCF_937871055.1_SRR6158308_bin.49_CONCOCT_v1.1_MAG_genomic	uncultured Synechococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_019038475.1	GCF_019038475.1_ASM1903847v1_genomic	Synechococcus sp. CCAP 1479/13		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_025188625.1	GCF_025188625.1_ASM2518862v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_034092395.1	GCF_034092395.1_ASM3409239v1_genomic	Prochlorococcus sp. MIT 1307		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_009497095.1	GCF_009497095.1_ASM949709v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020245555.1	GCF_020245555.1_ASM2024555v1_genomic	Microcystis sp. M064S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047462335.1	GCF_047462335.1_ASM4746233v1_genomic	Synechococcus sp. H60.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020246065.1	GCF_020246065.1_ASM2024606v1_genomic	Microcystis sp. M144S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_002092145.1	GCF_002092145.1_ASM209214v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964186785.1	GCF_964186785.1_AMBC-0001-G11_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020708975.1	GCF_020708975.1_ASM2070897v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000760375.1	GCF_000760375.1_ASM76037v1_genomic	Prochlorococcus sp. SS52		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_047727265.1	GCF_047727265.1_ASM4772726v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047462015.1	GCF_047462015.1_ASM4746201v1_genomic	Synechococcus sp. R5-13		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_938046525.1	GCF_938046525.1_ERR2198617_bin.63_CONCOCT_v1.1_MAG_genomic	uncultured Leuconostoc sp.		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036916815.1	GCF_036916815.1_ASM3691681v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000787675.1	GCF_000787675.1_ASM78767v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_015207005.2	GCF_015207005.2_ASM1520700v2_genomic	Desmonostoc muscorum		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Desmonostoc	supervised	NCBI_RefSeq
GCF_015295825.1	GCF_015295825.1_ASM1529582v1_genomic	Thermosynechococcus sp. M98_K2018_005		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_002245975.1	GCF_002245975.1_ASM224597v1_genomic	Nostoc sp. 'Peltigera membranacea cyanobiont' 213		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028619465.1	GCF_028619465.1_ASM2861946v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_037201945.1	GCF_037201945.1_ASM3720194v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036917215.1	GCF_036917215.1_ASM3691721v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_025122255.1	GCF_025122255.1_ASM2512225v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964244145.1	GCF_964244145.1_public_SRR11456918_metawrap_bin.3_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028619595.1	GCF_028619595.1_ASM2861959v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020244565.1	GCF_020244565.1_ASM2024456v1_genomic	Microcystis sp. M62BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_031433065.1	GCF_031433065.1_ASM3143306v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014696755.1	GCF_014696755.1_ASM1469675v1_genomic	Anabaena sp. FACHB-1391		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_002092495.1	GCF_002092495.1_ASM209249v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002282935.1	GCF_002282935.1_ASM228293v1_genomic	Microcystis sp. LSC13-02		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
